title,date,link,abstract
Global Insurance Report 2020,"Oct 20, 2020",https://www.blackrock.com/institutions/en-us/insights/investment-actions/global-insurance-report-2020,360 senior insurance executives across the globe share their insights into how the pandemic is fundamentally reshaping the industry and their investment approach in BlackRock's ninth annual global insurance survey.
OIG Q3 digest,"Oct 3, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/newsletters/official-institutions-digest-q3-2020-amrs.pdf,"Entering the final stretch of a challenging year for investors, we review OI key themes and trends, and discuss what's to come next."
Impact of recent market volatility on corporate pensions,"May 5, 2020",https://www.blackrock.com/institutions/en-us/insights/market-pulse/volatility-hits-corporate-pensions,"We examine the impact of recent volatility on the funded status, asset allocations and active risk of U.S. corporate pensions."
Key themes for corporate plans after Q1 volatility,"May 1, 2020",https://www.blackrock.com/institutions/en-us/insights/investment-actions/key-themes-for-corporate-pension-plans,BlackRock has updated its 2020 investment themes for corporate pension plans given the sharp declines in equity markets and risk assets around the world.
Impact of recent market volatility on public pensions,"Apr 3, 2020",https://www.blackrock.com/institutions/en-us/insights/market-pulse/volatility-hits-public-pensions,We assess how market volatility has impacted funded status and altered asset allocations at U.S. public pension plans.
A guide to DC loans during turmoil,"Mar 23, 2020",https://www.blackrock.com/institutions/en-us/insights/defined-contribution/borrowing-from-retirement-plans,What to tell participants about borrowing from their DC plans during market volatility.
Three actions for plan sponsors,"Mar 12, 2020",https://www.blackrock.com/institutions/en-us/insights/defined-contribution/volatility-in-retirement-plans,Helping participants mitigate market volatility is crucial to protecting their retirement accounts.
Impact of coronavirus on central banks,"Mar 11, 2020",https://www.blackrock.com/institutions/en-us/insights/impact-of-coronavirus-on-central-banks,Q&A with Stanley Fischer on how central banks should react to the coronavirus shock.
How smaller endowments make do,"Feb 6, 2020",https://www.blackrock.com/institutions/en-us/literature/publication/chief-investment-officer-reprint.pdf,OCIO partnerships have the potential to help smaller endowments diversify their investing strategies to better deliver against their outcomes.
Take advantage of the SECURE Act,"Jan 23, 2020",https://www.blackrock.com/institutions/en-us/our-clients/defined-contribution/secure-act-improving-americans-retirement-security,"Barbara Novick, BlackRock’s Vice Chairman and head of the Global Public Policy Group, called the SECURE Act “our greatest opportunity in over a decade to improve retirement security for millions of Americans."
A climate scenario analysis of US insurers’ portfolios,"Dec 5, 2019",https://www.blackrock.com/institutions/en-us/insights/investment-actions/climate-change-analysis-of-us-insurers-portfolios,Here’s how investors can better understand climate risks and adapt investment strategies to manage them.
Raising resilience in strategic portfolios,"Sep 23, 2019",https://www.blackrock.com/institutions/en-us/insights/investment-actions/global-insurance-report-2019/raising-resilience-strategic-portfolios,"In our view, we believe it’s crucial to consider explicitly the uncertainty inherent in return estimates when building resilient portfolios."
Sourcing resilience in fixed income,"Sep 23, 2019",https://www.blackrock.com/institutions/en-us/insights/investment-actions/global-insurance-report-2019/fixed-income-resilience,BlackRock Description: We identify six themes that we believe are critical in helping to build those more resilient portfolios.
Portfolio resilience through sustainability,"Sep 23, 2019",https://www.blackrock.com/institutions/en-us/insights/investment-actions/global-insurance-report-2019/portfolio-resilience-through-sustainability,"We explore how insurers can enhance their resilience to climate change from both a physical and transition risk perspective, with data and scenario analysis as the common thread."
Insurance portfolio construction for alternatives,"Sep 23, 2019",https://www.blackrock.com/institutions/en-us/insights/investment-actions/global-insurance-report-2019/portfolio-construction-for-alternatives,Insurer's complex liability profiles and regulatory and accounting constraints create additional portfolio construction considerations.
Global Insurance Report 2019: Re-engineering portfolio resilience,"Sep 23, 2019",https://www.blackrock.com/institutions/en-us/insights/investment-actions/global-insurance-report-2019,"BlackRock’s eighth annual global insurance survey provides perspectives on markets and portfolio construction from 360 senior insurance executives, plus client interviews and insights from BlackRock’s experts."
Positioning for net zero,"Jul 15, 2022 | By Sustainable investing",https://www.blackrock.com/institutions/en-us/insights/positioning-for-the-net-zero-transition,The transition towards a decarbonized economy is underway. Read our take on how clients can position their portfolios now for that economic transformation.
Addressing climate change in sovereign bond portfolios,"Jan 28, 2022 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/climate-change-in-sovereign-bonds,Sovereign bonds play an important role in building balanced portfolios. They also provide an opportunity to help transition toward net zero if investors actively seek to reduce carbon emissions within their sovereign bond allocations.
How the Paris Agreement is shaping equity investing,"Nov 16, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/equity-investing-paris-agreement,The 2015 Paris Agreement sets a global standard for preventing climate change. Learn how it’s changing the way equity investors uncover alpha today.
How to finance the net-zero transition in emerging markets,"Oct 29, 2021 | By BlackRock Investment Institute",https://www.blackrock.com/institutions/en-us/insights/blackrock-investment-institute/financing-the-net-zero-transition,"Countries have a stake in avoiding mounting climate risk, but emerging markets will play a key role in the net-zero transition. Dive deeper in this featured insight from the BlackRock Investment Institute."
A world in transition,"Oct 21, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/blackrock-future-forum/world-in-transition,"We convened today’s top minds - including John Kerry, Ray Dalio and Rick Rieder - to examine a world emerging from crisis and themes shaping the course for policy, global markets and investors. Explore the BlackRock Future Forum on-demand content."
A new world of renewables: Part II,"Oct 20, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/new-world-renewables-part-two,"Read part two of ‘A new world of renewables’, which takes a closer look at emerging market trends and opportunities for renewable power investments."
A multi-asset approach to navigating net zero,"Oct 20, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/multi-asset-approach-net-zero,"In this featured insight, we focus on the practical implications of moving from climate pledges to practice for multi-asset investors by sharing our preferred framework."
Global Impact Annual Report,"Jul 21, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/global-impact-annual-report,Our report captures the reality of the challenges we face amid the ongoing global pandemic as well as the resilient responses that many impact enterprises offer as solutions. Explore more in BlackRock’s inaugural Global Impact Annual Report.
Q2 2021 OIG digest,"Jul 15, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/q2-2021-official-institutions-digest.pdf,"As we close out the first half of 2021, investors are becoming increasingly concerned over inflation and the delta variant, while sustainability remains top of mind for global official institutions. Read more about our outlook and key trends."
Integrating the UN SDGs in investments,"Jul 12, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/integrating-un-sdgs-in-investments,We explore how the UN SDGs can be viewed through the lens of financial materiality and used for building strategies that invest in the transition towards a more sustainable and equitable world.
Impact investing in public equities,"Jun 28, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/impact-investing-in-public-equities,Impact investing in public equities can help accomplish two objectives: generate financial outperformance and provide a differentiated source of alpha. Read more in our report.
Trickle to main stream - Central banks’ journey into sustainability,"Jun 24, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/central-banks-sustainability.pdf,"This paper examines how climate change gradually imposed as a legitimate and essential issue for CBs to consider, provides an overview actual practices across the global central banking community and offers recommendation for CBs at different stages."
A new world of renewables: Part I,"May 26, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/new-world-renewables,"Read part one of ‘A new world of renewables’, which assesses the context, opportunities and priorities in emerging markets for renewable power investments."
Portfolio approaches to net zero,"May 20, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/portfolio-approaches-to-net-zero,"Read an overview of the different approaches available to transition an equity portfolio to net zero alignment, focusing on carbon intensity and risk factors."
Sustainability at the portfolio level,"May 7, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/sustainability-at-the-portfolio-level,"We analyze the impact of allocating to sustainable investments on the return, risk and ESG profile at the whole portfolio level."
The tectonic shift to sustainable investing,"Apr 30, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/sustainable-investing-shift,Three powerful forces are converging to drive a long-term trend in favor of sustainable assets. Investors positioned for the shift now stand to benefit.
Sustainability: The path to net zero,"Apr 20, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/blackrock-future-forum/sustainability-path-to-net-zero,"Explore on-demand content from our BlackRock Future Forum Sustainability special: The path to net zero, where industry leaders weighed in on carbon neutrality and innovation."
Invest with impact,"Apr 14, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/invest-with-impact,"Our paper supports impact investing in public equities by reference to additionality through the investor’s contribution, the investee, and the asset class."
Delivering outcomes by accessing ESG,"Apr 14, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/delivering-outcomes-by-accessing-esg,"We outline our belief that incorporating ESG insights can improve investment outcome. This can be done through our index, factor, and alpha framework."
The evolution of sustainable investing for family offices,"Mar 26, 2021 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/sustainable-investing-family-offices,Family offices have moved from learning about sustainable investing to incorporating it. Explore how we're seeing family offices engaging in climate and impact strategies.
Launching climate-aware portfolios,"Feb 25, 2021 | By BlackRock Investment Institute",https://www.blackrock.com/institutions/en-us/insights/blackrock-investment-institute/investing-in-climate-awareness,"We believe climate risk is investment risk. That is why we are incorporating it into our portfolio design, as part of a series of actions BlackRock is taking to prepare for a net-zero world."
Turning risk into opportunity,"Feb 23, 2021 | By BlackRock Investment Institute",https://www.blackrock.com/institutions/en-us/insights/portfolio-design/turning-climate-risk-into-opportunity,Read our in-depth paper exploring how we incorporate climate change into our portfolio design - one step in a series of actions BlackRock is taking to prepare for a net-zero world.
ESG moves centre stage in private debt,"Dec 21, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/private-debt-esg,"Private debt strategies can work with borrowers on ESG issues. Sonia Richer, Head of Research for European Middle Market Private Debt, explains how."
Integrating sustainability into capital market assumptions,"Dec 10, 2020",https://www.blackrock.comhttps://event.webcasts.com/starthere.jsp?ei=1410662&tp_key=9941279477,"Ahead of BlackRock’s forthcoming launch of new CMAs that will integrate sustainability for the first time, we gathered BlackRock thought leaders to discuss the framework and importance of incorporating ESG considerations into portfolio construction."
Addressing investment stewardship and the ‘G’ in ESG,"Dec 9, 2020",https://www.blackrock.comhttps://event.webcasts.com/starthere.jsp?ei=1385871&tp_key=9265c8bc3b,"We share perspectives on Investment Stewardship, the G in ESG, and how they can help drive long-term sustainable value for investors."
Sustainability goes mainstream,"Dec 3, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/solutions/sustainable-investing/blackrock-sustainability-survey,BlackRock recently surveyed clients around the world to understand the shift towards sustainable assets and how the pandemic may affect it. Our findings were clear: The tectonic shift towards sustainable investing is accelerating.
Helping our clients invest sustainably,"Dec 3, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/solutions/sustainable-investing/our-2020-sustainability-actions,Our survey revealed that sustainability considerations are increasingly becoming a central aspect of our clients’ investment approaches. Read our update on our 2020 sustainability progress.
Physical Effects & Economic Risks of Climate Change,"Oct 28, 2020",https://www.blackrock.comhttps://event.webcasts.com/starthere.jsp?ei=1363555&tp_key=59a8bb6388,We discuss the increasing importance of the environmental component of ESG in the era of climate change.
Rethinking the ‘S’ in ESG,"Sep 29, 2020 | By BlackRock",https://www.blackrock.comhttps://event.webcasts.com/starthere.jsp?ei=1408167&tp_key=c714d12727,"BlackRock and CalPERS discuss the increasing importance of ESG and sustainability more broadly, in this time of upheaval."
Sustainable investing: active equities,"Jul 30, 2020",https://www.blackrock.com/institutions/en-us/insights/investment-actions/sustainable-investing-beyond-compliance,Sustainable investing is going mainstream. The Systematic Active Equity team discusses the need to dig beyond headline numbers.
The renewable revolution,"Jul 22, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/blackrock-future-forum/renewable-revolution,A look at how the world will power its energy needs in the future and where structural transformation is leading to investment opportunities.
Shining a spotlight on the stakeholder,"Jul 22, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/blackrock-future-forum/shining-spotlight-on-stakeholder,"Hear from investors about how they are addressing the rising prominence of issues that impact employees, customers and communities the most with sustainable investing in order to drive change."
Winds of change: How to invest in renewables today,"Jul 21, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/investment-actions/renewable-winds-of-change,We explore how to invest in renewables today as well as the role of this asset class in a total portfolio.
Troubled waters,"Jul 21, 2020",https://www.blackrock.com/institutions/en-us/insights/blackrock-investment-institute/troubled-waters,What would the world look like with less water? We explore the often overlooked risk of water stress and its financial implications on portfolios. Take a look.
Sustainable Investing: Why it matters now more than ever,"May 13, 2020 | By BlackRock",https://www.blackrock.comhttps://event.webcasts.com/starthere.jsp?ei=1312127&tp_key=dfa35e2d06&cid=emc:web%20Link%20text:%20Read%20BlackRock’s%20views%20on%20sustainable%20investing.,We examine the investment opportunities that ESG is creating and take a look at the latest trends in impact investing.
Accelerating sustainability in alternatives,"May 28, 2020",https://www.blackrock.com/institutions/en-us/insights/market-pulse/accelerating-sustainability-in-alternatives,Sustainability factors are even more important in long-term private investments—a point that COVID is underlining.
A pivotal moment for sustainable investing,"May 18, 2020",https://www.blackrock.com/institutions/en-us/insights/market-pulse/examining-esg-and-sustainability,How ESG strategies have performed during the pandemic and why they will become increasingly important in the future.
Resilience amid uncertainty,"May 18, 2020 | By Tony DeSpirito",https://www.blackrock.com/institutions/en-us/insights/portfolio-design/sustainability-resilience-research,"Amid historic volatility, investors turned to sustainable strategies, and the strategies demonstrated their resilience."
Helping our clients invest sustainably,"May 11, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/solutions/sustainable-investing/sustainability-progress-update,BlackRock discusses its progress since committing to help clients achieve their sustainable investing goals. Learn more.
Renewables are proving resilient,"May 6, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/market-pulse/renewable-power-market-resilience,How well-structured deals and the ongoing global energy transition can benefit wind and solar investments in the current downturn.
Securities lending viewed through the sustainability lens,"Apr 28, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/publication/securities-lending-viewed-through-the-sustainability-lens.pdf,"In this Spotlight, we explore the intersection of securities lending with short selling and investment stewardship through the lens of sustainable investing."
How a global pandemic could accelerate ESG investing,"Apr 13, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/market-pulse/pandemic-acceleration-for-esg,Tony DeSpirito discusses its potential impact on ESG investing and how it may hasten an important trend for active investors.
Sustainability: The tectonic shift transforming investing,"Feb 27, 2019 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/blackrock-investment-institute/sustainability-in-portfolio-construction,A commonly held view is that a return sacrifice is needed when adopting sustainable investing. We disagree – and in fact believe the opposite is true.
"Europe’s listed companies: their governance, shareholders and votes","Feb 21, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-europe-listed-companies-governance-shareholders-votes-cast-february-2020.pdf,"In this ViewPoint, we analyze the ownership of companies in the MSCI Europe index and examined the proxy voting of their 30 largest institutional shareholders."
Towards a common language for sustainable investing *VP,"Jan 14, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-towards-a-common-language-for-sustainable-investing-january-2020.pdf,"In this ViewPoint, we review current global regulatory efforts to develop and implement more standardized terminology for sustainable investing, and we outline recommendations to increase clarity around (i) sustainable investment product"
A climate scenario analysis of US insurers’ portfolios,"Oct 12, 2019 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/to-what-degree.pdf,A climate scenario analysis on US insurers’ portfolios can help investors understand climate risks and adapt investment strategies to manage them.
Sustainability: The bond that endures,"Dec 20, 2019 | By BlackRock",https://www.blackrock.com/institutions/en-us/insights/blackrock-investment-institute/esg-fixed-income,Evidence is building that a focus on sustainability can help investors build more resilient portfolios.
Long-term savings and retirement in the Kingdom of Saudi Arabia,"Jul 7, 2021 | By BlackRock",https://www.blackrock.comhttps://blackrock.com/corporate/literature/whitepaper/spotlight-long-term-savings-and-investment-in-saudi-arabia-english.pdf,"In this Spotlight, we draw on case studies of pension system reform around the world, and examine the demographic transformation informing retirement policy considerations in the Kingdom of Saudi Arabia."
Regulatory developments in Europe: 2021 overview,"Jun 23, 2021 | By BlackRock",https://www.blackrock.comhttps://blackrock.com/corporate/literature/whitepaper/viewpoint-regulatory-developments-in-europe-2021-overview.pdf,"This ViewPoint summarises the key financial services policy developments impacting retail investors, institutional investors, and distributors in Europe."
The endgame: Benchmark reform and transition from LIBORs,"Jun 1, 2021 | By BlackRock",https://www.blackrock.comhttps://blackrock.com/corporate/literature/whitepaper/libor-viewpoint-benchmark-reform-transition-from-ibors.pdf,"This ViewPoint focuses on providing an update on LIBOR transition, information and recommendations on outstanding issues, and what to expect next as we move closer to LIBOR cessation."
By the numbers: New data behind the bond ETF primary process,"May 19, 2021 | By BlackRock",https://www.blackrock.comhttps://blackrock.com/corporate/literature/whitepaper/ishares-by-the-numbers-new-data-behind-the-bond-etf-primary-process.pdf,"Our report features never-before-released data on the characteristics of iShares bond ETF redemption basket data, with insights into the importance of a robust primary market process and the role it plays in maintaining the bond ETF ecosystem."
Liquidity risk management is central to open-ended funds,"Jan 26, 2021 | By BlackRock",https://www.blackrock.comhttps://blackrock.com/corporate/literature/whitepaper/viewpoint-addendum-lessons-from-covid-liquidity-risk-management-is-central-to-open-ended-funds-january-2021.pdf,This ViewPoint explores the lessons from COVID-19 with a focus on liquidity risk management and its centrality to open-ended funds.
Asset managers of scale give voice to investors and economic support,"Dec 31, 2020 | By BlackRock",https://www.blackrock.comhttps://blackrock.com/corporate/literature/whitepaper/viewpoint-asset-managers-of-scale-give-voice-to-investors-and-support-the-economy-december-2020.pdf,"This ViewPoint reviews how large asset managers — those that operate at scale, with a diverse client base and a long term orientation — offer value to investors, businesses, and society."
Authorized Participants,"Dec 17, 2020 | By BlackRock",https://www.blackrock.comhttps://blackrock.com/corporate/literature/whitepaper/policy-spotlight-authorized-participants-december-2020.pdf,This Spotlight examines the role of APs in ETF markets. It specifically examines their role and resilience during the March 2020 market events. APs' breadth and size should alleviate concerns that ETFs rely on too few APs.
Market structure and the interconnectedness of financial markets,"Nov 23, 2020 | By BlackRock",https://www.blackrock.comhttps://www.blackrock.com/corporate/literature/whitepaper/viewpoint-lessons-from-covid-19-market-structure-november-2020.pdf,"In this ‘Lessons from COVID-19’ ViewPoint, we discuss the evolving market ecosystem and examine how market infrastructure contributed to the short lived but intense liquidity crisis of March 2020."
Liquidity risk management is central to open-ended funds,"Nov 5, 2020 | By BlackRock",https://www.blackrock.comhttps://www.blackrock.com/corporate/literature/whitepaper/viewpoint-lessons-from-covid-19-liquidity-risk-management-central-open-ended-funds-november-2020.pdf,"In this “Lessons from COVID-19’ ViewPoint, we examine the effect of stressed markets on open-ended funds and bond funds. We then review the liquidity risk management tools available to asset managers, and how they were deployed during March 2020."
Swing pricing: The effects of investor trading on mutual funds,"Oct 31, 2020 | By BlackRock",https://www.blackrock.comhttps://www.blackrock.com/corporate/literature/whitepaper/swing-pricing-dilution-effects-of-trading-activity-on-mutual-funds-october-2020.pdf,This paper considers processes that provide protection to existing mutual fund investors from the negative ‘dilution impact’ that occurs when a fund invests or disinvests in securities as a result of investor activity.
Lessons from COVID-19: Operational risk and resilience,"Oct 22, 2020 | By BlackRock",https://www.blackrock.comhttps://www.blackrock.com/corporate/literature/whitepaper/viewpoint-lessons-from-covid-19-operational-risk-resilience-october-2020.pdf,"In this ViewPoint, we analyze operational challenges faced by the asset management industry during COVID-19, explore how the industry responded to these challenges, and outline a series of recommendations to further bolster operational resilience."
Overview of financial stability and non-bank financial institutions,"Sep 30, 2020 | By BlackRock",https://www.blackrock.comhttps://www.blackrock.com/corporate/literature/whitepaper/viewpoint-lessons-from-covid-overview-financial-stability-september-2020.pdf,"This ViewPoint summarizes key takeaways from our series of ViewPoints on ""Lessons from COVID-19"", considers the implications of the COVID-19 crisis across capital markets, and outlines policy recommendations."
Lessons from COVID-19: U.S. BBB bonds and fallen angels,"Jul 17, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-lessons-from-covid-19-etfs-as-a-source-of-stability-july-2020.pdf,We provide an update to our August 2019 spotlight on US BBB Bonds in light of the first broad credit downgrade cycle resulting from COVID-19 and lower oil prices.
Lessons from COVID-19: Fixed income index rebalancing,"Jul 17, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/policy-spotlight-lessons-from-covid-19-fixed-income-index-rebalancing-july-2020.pdf,"We discuss how decisions to delay fixed income index rebalancing during March 2020 helped to preserve market liquidity, prevent unnecessarily large transaction costs for end-investors, and more."
Lessons from COVID-19: The experience of European MMFs,"Jul 17, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-lessons-from-covid-19-the-experience-of-european-mmfs-in-short-term-markets-july-2020.pdf,We make a holistic assessment of European short-term markets during the March market turmoil and identify three key components of the short-term market ecosystem.
Lessons from COVID-19: U.S. municipal bond market,"Jul 17, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-lessons-from-covid-19-us-municipal-bond-market-july-2020.pdf,"We explore aspects of the U.S. municipal bond market ecosystem during the COVID-19 Crisis, the Federal response to provide assistance to municipalities, and liquidity risk management of municipal bond funds."
Lessons from COVID-19: U.S. short-term money markets,"Jul 17, 2020 | By Blackrock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-lessons-from-covid-19-us-short-term-money-markets-july-2020.pdf,"In this ViewPoint, we make a holistic assessment of U.S. short-term markets during the March market turmoil and identify three key components of the short-term market ecosystem."
Lessons from COVID-19: ETFs as a source of stability,"Jul 17, 2020 | By Blackrock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-lessons-from-covid-19-etfs-as-a-source-of-stability-july-2020.pdf,We explore how ETFs were a source of stability during the first part of 2020 amidst unprecedented market volatility by providing price transparency and liquidity.
A global perspective on market on close activity,"Jul 7, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-a-global-perspective-on-market-on-close-activity-july-2020.pdf,"This ViewPoint explores the growth of global market-on-close activity, the key drivers behind this trend, and the benefits that the closing auction provides."
Improving investment outcomes for 403(b) plan participants,"May 7, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-improving-investment-outcomes-for-403b-participants-may-2020.pdf,"In this ViewPoint, we highlight a relatively easy step policy makers can take that would expand choice for 403(b) plan sponsors in selecting investment vehicles and could result in cost savings for plan participants."
BlackRock's Guide to LIBOR Transition,"Apr 29, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-blk-guide-libor-transition-april-2020.pdf,"This ViewPoint focuses on providing an update on LIBOR transition, information on upcoming milestones, BlackRock’s transition planning, and other information to serve as a reference and guide for clients, industry participants, and stakeholders."
Securities lending viewed through the sustainability lens,"Apr 28, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/publication/securities-lending-viewed-through-the-sustainability-lens.pdf,"In this Spotlight, we explore the intersection of securities lending with short selling and investment stewardship through the lens of sustainable investing."
Regulatory developments in Europe: 2020 outlook,"Feb 27, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-regulatory-developments-in-europe-2020-outlook.pdf,"This ViewPoint summarises the key financial services policy developments impacting European retail investors, institutional investors, and distributors."
Europe's listed companies,"Feb 21, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-europe-listed-companies-governance-shareholders-votes-cast-february-2020.pdf,"In this ViewPoint, we analyze the ownership of companies in the MSCI Europe index and examined the proxy voting of their 30 largest institutional shareholders."
Towards a common language for sustainable investing,"Jan 14, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-towards-a-common-language-for-sustainable-investing-january-2020.pdf,"In this ViewPoint, we review current global regulatory efforts to develop and implement more standardized terminology for sustainable investing."
The decade of financial regulatory reform: 2009 to 2019,"Jan 5, 2020 | By BlackRock",https://www.blackrock.com/institutions/en-us/literature/whitepaper/viewpoint-decade-of-financial-regulatory-reform-2009-to-2019.pdf,"In this ViewPoint, we examine financial regulatory reforms over the past decade, with a focus on the asset management sector. In addition, we look ahead and identify several areas that merit additional study from a systemic risk perspective."
